year,P,S,E
2054.1,0.00214369,0,0.0056025
2054.2,0.00198171,0.000218517,0.00591773
2054.3,0.00186658,0.000341051,0.00714231
2054.4,0.00122844,0.00117759,0.00702684
2054.5,0.00150013,0.000276274,0.00720135
2054.6,0.00147346,0.00104532,0.00649024
2054.7,0.00142565,0.000902417,0.00645315
2054.8,0.00142968,0.000477963,0.00392747
2054.9,0.00141753,0.000411024,0.00287743
2055,0.000981941,0,0.00404807
2055.1,0.0014828,0,0.00372937
2055.2,0.00122843,0,0.00391612
2055.3,0.000852054,0,0.00367241
2055.4,0.00163147,0,0.001543
2055.5,0.000737036,6.63206e-05,6.33112e-05
2055.6,0.000296241,0,0
2055.7,0.00053161,0.000159982,0.000725275
2055.8,0.0203793,0.000558037,0
2055.9,0.0192828,0.000949283,0
2056,0.0181024,0.000982007,8.30579e-05
2056.1,0.0174077,0.00135694,0
2056.2,0.0165152,0.00153528,0
2056.3,0.0156607,0.00178161,0.000853095
2056.4,0.0148958,0.00224288,0.00108242
2056.5,0.0135017,0.0032503,0.00173241
2056.6,0.0134708,0.00367702,0.00254304
2056.7,0.0132389,0.00401961,0.00244431
2056.8,0.0123899,0.00327593,0.00102831
2056.9,0.012149,0.00268368,0.000251432
2057,0.0121642,0.00316169,0.00184902
2057.1,0.0115888,0.00314448,0.00140783
2057.2,0.0111756,0.00270031,0.000183726
2057.3,0.0100331,0.00219481,0
2057.4,0.00869833,0.00314178,0.00119645
2057.5,0.00823438,0.0026464,0.00116559
2057.6,0.00722105,0.00234829,0.000686415
2057.7,0.00608719,0.0017211,0
2057.8,0.00524983,0.00201147,0
2057.9,0.00561634,0.00312581,6.45809e-05
2058,0.00622022,0.00295354,0
2058.1,0.00624032,0.00201192,0.000171956
2058.2,0.00648306,0.00244341,0
2058.3,0.00586527,0.00224117,0.000508994
2058.4,0.00564572,0.00208765,0
2058.5,0.00557767,0.00239812,0.00172981
2058.6,0.00641504,0.00272006,0.000542427
2058.7,0.00535304,0.00204532,0.000898694
2058.8,0.00529199,0.00103474,0.000862653
2058.9,0.00519879,0.00164421,9.25329e-05
2059,0.00552788,0.00197098,0
2059.1,0.00475525,0.00255909,0.000638372
2059.2,0.00491192,0.00226654,0.000124045
2059.3,0.00503069,0.0022164,0.000839515
2059.4,0.00485712,0.00294564,0.000557602
2059.5,0.00374106,0.00315727,0
2059.6,0.00362758,0.00337615,0
2059.7,0.00337797,0.00368901,0
2059.8,0.00322682,0.00451602,0.000107894
2059.9,0.00284956,0.00359273,0
2060,0.00294883,0.00324988,0.000881259
2060.1,0.00198574,0.00268703,0.00280145
2060.2,0.00159761,0.00219317,0.00113786
2060.3,0.000692685,0.00190052,0.00206562
2060.4,0.000728808,0.00213428,0.00157921
2060.5,0.000454905,0.00242591,0
2060.6,0.00102763,0.00211945,0.00110725
2060.7,0.000743036,0.00133656,0.000183516
2060.8,0.000260899,0.00205737,0.00173428
2060.9,0.000637508,0.00306836,0.00244624
2061,0.000459117,0.00166969,0.000861003
2061.1,4.6814e-05,0.00171775,0.00109291
2061.2,5.51185e-05,0.000607775,0.00223289
2061.3,0.00046185,0.000523758,0.00404239
2061.4,0.000339526,0.000736679,0.00244298
2061.5,0.000647723,0.000809519,0.00285438
2061.6,0,0.000761268,0.00152273
2061.7,0,0.000297508,0.000654341
2061.8,0.000197985,0,0
2061.9,0,0,0
2062,0,0,0
2062.1,0.000600049,0.000411562,0.0013354
2062.2,0,0,0.0018303
2062.3,0.00089544,0,0.00220096
2062.4,0.00141798,0,0.00276555
2062.5,0.00119074,0,0.0030823
2062.6,0.00124419,0,0.00300819
2062.7,0.000816045,0,0.00137833
2062.8,0.00080095,0,0.00156903
2062.9,0.000674321,0.000675633,0.00113066
2063,0.00157951,0.000220011,0.00325385
2063.1,0.0013733,0.000481788,0.000327221
2063.2,0.000728934,0.00023659,0
2063.3,0,0,0
2063.4,0.00018986,0,0.000168721
2063.5,0.000527937,0.000515456,0
2063.6,0.00154649,0.00105913,0
2063.7,0.00185528,0.00107309,0
2063.8,0.00182898,0.000616963,0.000137892
2063.9,0.00233882,0.00139587,0
2064,0.0025343,0.00170777,0
2064.1,0.00304849,0.00140675,0
2064.2,0.00245859,0.00269825,0
2064.3,0.00257303,0.00268941,0
2064.4,0.00217536,0.00186755,0.00100245
2064.5,0.00214502,0.00204384,0.000824395
2064.6,0.00154325,0.00261159,0.00172188
2064.7,0.00176417,0.00148299,2.47586e-05
2064.8,0.00080056,0.00193039,0.000771638
2064.9,0.00138572,0.0021332,0.00155848
2065,0.00137112,0.00162627,0.000763413
2065.1,0.00154813,0.000936022,0.000972163
2065.2,0.00151337,0.000643636,0.00142234
2065.3,0.00111276,0.000692561,0.00147754
2065.4,0.000917966,0.000550923,0.00169133
2065.5,0.000354322,0.000298355,0.00120397
2065.6,0.000150406,0.000611994,0.000235866
2065.7,0.000666305,0.000319387,0
2065.8,0.000626767,0.000150948,0
2065.9,0.000299528,0,0
2066,0,0,0.00223317
2066.1,0,6.69401e-05,0.00135699
2066.2,0.000213719,0,0.000146425
2066.3,0.000992157,0.00018164,0.000856518
2066.4,0,0.000377325,0
2066.5,0.000240638,0,0.00253824
2066.6,0.000253386,0,0.00228438
2066.7,0.000543938,5.73727e-05,0.00232044
2066.8,0.000876056,0,0.00171436
2066.9,0.000708731,0.000776885,0.00123578
2067,0.000393969,0.000905064,0.00159583
2067.1,0,0,0.00183268
2067.2,0,0,0.0030467
2067.3,0.000595115,0,0.00278404
2067.4,0.00138517,0,0.00249665
2067.5,0.00133975,0.000641106,0.00154595
2067.6,0.00167901,0.000190532,0
2067.7,0.00206295,0.000495295,0
2067.8,0.00191003,0.000413288,0
2067.9,0.00174205,0.000447368,0
2068,0.00134051,0.000724047,0
2068.1,0.00151664,4.93979e-05,0.000909571
2068.2,0.00135643,0.000817112,0
2068.3,0.00059487,0.00092571,0
2068.4,0.000401385,0.00107307,0
2068.5,0.000715975,0.00142319,0
2068.6,0,0.00121573,0.000500145
2068.7,5.44687e-05,0.000395565,0.000445339
2068.8,0,0.000786792,0.000948009
2068.9,0.000598902,0.000738886,0.00215168
2069,0.000763317,0.00125379,0.00281923
2069.1,0.0010133,0.000991905,0.00279247
2069.2,0.00111626,0.000722843,0.00228638
2069.3,0.000261775,0.000381461,0.00253454
2069.4,0,0,0.00388507
2069.5,1.64561e-05,0,0.00341569
2069.6,0,0.000271682,0.00360935
2069.7,0,0.000456132,0.00492305
2069.8,0,0.00115635,0.00415776
2069.9,0,0.0015047,0.00306564
2070,0,0.00132145,0.00193762
2070.1,0,0.0013223,0.00342003
2070.2,0.000831638,0.000308995,0.0026898
2070.3,0.00158682,0.000538123,0.0015997
2070.4,0.00147877,0.00122814,0.0011509
2070.5,0.00177005,0.00149483,0.000335058
2070.6,0.00162353,0.0021636,0.000423216
2070.7,0.00174451,0.00197287,0.00198924
2070.8,0.000816727,0.00186215,0.000284601
2070.9,0,0.00334312,0.000698925
2071,0,0.00380692,0.00139936
2071.1,0,0.00291654,0.00154333
2071.2,0,0.00254532,0.000615938
2071.3,0.000951395,0.00177788,0.000872345
2071.4,0.000812389,0.001539,0.00170649
2071.5,0.000471906,0.000765762,0
2071.6,0.000369861,0.00122844,0
2071.7,0.000496886,0.00205871,0.0012865
2071.8,0,0.00176881,0.00170683
2071.9,0,0.00172682,0.00131738
2072,0.000280831,0.00130937,0.00167649
2072.1,0.000537722,0.00114159,0.000926251
2072.2,0.000843556,0.00180299,0.000390983
2072.3,0.000549196,0.00161927,0.000724027
2072.4,0,0.00146978,0.000815949
2072.5,0,0.00126539,0.000470574
2072.6,0,0.000984247,0
2072.7,0.000492116,0.00112115,0.00103214
2072.8,0.000399117,0.000833919,0.00138499
2072.9,0.000651132,0.000105479,0.00208843
2073,0.00042041,7.18401e-05,0.00299583
2073.1,0.000494373,0,0.00317653
2073.2,0.000579034,0.000109418,0.00304067
2073.3,2.26967e-05,0,0.00289443
2073.4,0.000577756,0.000353155,0.00317988
2073.5,0.000720367,0,0.00362284
2073.6,0.000613581,0,0.00304562
2073.7,0,0,0.00239661
2073.8,0,0,0.00244611
2073.9,0.000362382,0,0.00274839
2074,0.00113211,8.79476e-05,0.00366718
2074.1,0.000841756,0.000354508,0.0037933
2074.2,0.000914924,0,0.00193148
2074.3,0.00116778,0.000307167,0.00143139
2074.4,0.00118974,0.000867694,0.00276607
2074.5,0.000384875,0.000933012,0.000817588
2074.6,0.000796996,0.000424703,0.000361177
2074.7,0.000545231,4.6561e-05,0
2074.8,0,0,0
2074.9,0.000383209,0.0015248,0
2075,0.000757283,0.000602728,0
2075.1,0.00116935,0.000745279,0.00213901
2075.2,0.000264655,0.00151471,0.00252579
2075.3,0.000739007,0.00119767,0.0018345
2075.4,0.00113392,0.00100449,0.00174119
2075.5,0.0011273,0.000815576,0.000344074
2075.6,0.0012679,0.00187447,0.000134255
2075.7,0.00202757,0.00214427,2.12078e-06
2075.8,0.00248849,0.00297606,0
2075.9,0.00246916,0.00247504,0
2076,0.00256656,0.00214175,0.000184554
2076.1,0.002081,0.00211876,0
2076.2,0.0034001,0.00241597,0.0010406
2076.3,0.00350734,0.00160585,0.00136296
2076.4,0.0030509,0.00175776,0.00139079
2076.5,0.00274341,0.00158646,0.00078687
2076.6,0.00240052,0.00182952,0.00108148
2076.7,0.00244513,0.00119917,0
2076.8,0.0017727,0.00134801,0
2076.9,0.00210311,0.00233834,0
2077,0.00159659,0.00218269,0
2077.1,0.00191592,0.00342619,0
2077.2,0.00152314,0.00293072,0
2077.3,0.000414763,0.00246173,0.000411673
2077.4,0,0.00244721,0
2077.5,0.000279086,0.00242864,0.000402334
2077.6,5.33849e-05,0.00294921,0
2077.7,0,0.00352542,0.00141683
2077.8,0.00042954,0.00408162,0.000404855
2077.9,0.000937942,0.00426296,0.00204805
2078,0.000338563,0.00423761,0.00225504
2078.1,0,0.00379197,0.00147305
2078.2,0.00023416,0.00439494,0.000387304
2078.3,1.9027e-05,0.00435966,0.00175962
2078.4,0.000319362,0.00365284,0.000825039
2078.5,0,0.00318547,0.00127508
2078.6,0,0.00225835,0.000717473
2078.7,0.00118018,0.00214903,0.000977066
2078.8,9.86547e-05,0.00215255,0.000139814
2078.9,0,0.00252688,0
2079,0,0.00173995,0.000352116
2079.1,8.17343e-05,0.00189936,0.00120076
2079.2,0.000983218,0.0018189,0.00161047
2079.3,0.00159833,0.00127688,0.00159746
2079.4,0.00204023,0.00190029,0.00256126
2079.5,0.00215117,0.000774423,0.00330275
2079.6,0.00230263,0,0.00298597
2079.7,0.00212505,0.000921383,0.00303099
2079.8,0.00187098,0.00143175,0.00193837
2079.9,0.00300627,0.00194068,0.00151365
2080,0.00296514,0.00252724,0
2080.1,0.00268476,0.00215852,0.000805365
2080.2,0.00278501,0.00353904,0.00273048
2080.3,0.00215965,0.00321144,0.00390031
2080.4,0.00203978,0.00272684,0.00249995
2080.5,0.00181576,0.00267995,0.00177497
2080.6,0.0015453,0.0026194,0.00129923
2080.7,0.00177604,0.00317609,0
2080.8,0.00131519,0.00342206,0
2080.9,0.000673743,0.00425336,0.00225089
2081,0.000577626,0.00475227,0.00309373
2081.1,0.00106716,0.00417048,0.00152483
2081.2,0.000933214,0.00397814,8.4703e-05
2081.3,0.00110822,0.00323846,0
2081.4,0.000600544,0.00300395,0.000926069
2081.5,0.00172703,0.00277134,0
2081.6,0.00187443,0.00241717,0
2081.7,0.00230209,0.00215594,0.00243883
2081.8,0.00207958,0.00199181,0.00152306
2081.9,0.00196241,0.00173226,0.00116574
2082,0.00157691,0.00213577,0.00294345
2082.1,0.00157523,0.00158544,0.00305715
2082.2,0.00138505,0.00220474,0.00280898
2082.3,0.00156269,0.00180063,0.00280503
2082.4,0.00133562,0.00247166,0.00419834
2082.5,0.00101775,0.00272351,0.00474139
2082.6,0.00186276,0.00162862,0.00495099
2082.7,0.00199423,0.00127771,0.00617696
2082.8,0.00190551,0.00118669,0.00540416
2082.9,0.00273394,0.00163852,0.00441888
2083,0.0020939,0.00116065,0.00523625
2083.1,0.00266034,0.00109589,0.00424132
2083.2,0.0028658,0.0019342,0.00452987
2083.3,0.00337172,0.00210669,0.00597294
2083.4,0.00389954,0.00106468,0.00756385
2083.5,0.00419518,0.00143768,0.00726315
2083.6,0.00421776,0.00204611,0.00700196
2083.7,0.00411389,0.00168339,0.00797914
2083.8,0.0047947,0.00141615,0.00708378
2083.9,0.00465291,0.000562505,0.00590968
2084,0.00508574,0.000377663,0.00671453
2084.1,0.00596647,0.000745237,0.00641619
2084.2,0.00516409,0.000520201,0.0070927
2084.3,0.00427699,0.000451079,0.00682278
2084.4,0.00450411,0.000923597,0.00560491
2084.5,0.00449835,0.00113473,0.00606401
2084.6,0.00435864,0.00182844,0.00588583
2084.7,0.00420815,0.00161623,0.00634638
2084.8,0.00438417,0.000708101,0.00630076
2084.9,0.0040026,0.000724515,0.00547908
2085,0.00316861,0.00108949,0.00502122
2085.1,0.00361085,0.00162723,0.00283789
2085.2,0.00375894,0.002067,0.00417064
2085.3,0.0036473,0.00357192,0.00354366
2085.4,0.00368505,0.0034109,0.00461614
2085.5,0.00370711,0.0037698,0.00540213
2085.6,0.004163,0.00507498,0.00529732
2085.7,0.00373083,0.00519334,0.00500476
2085.8,0.00379409,0.00442721,0.0041872
2085.9,0.00396553,0.005365,0.00437676
2086,0.00269995,0.00490985,0.00506304
2086.1,0.00292376,0.00417965,0.00536725
2086.2,0.0031215,0.00451715,0.00420177
2086.3,0.00213423,0.00389558,0.00456572
2086.4,0.00199357,0.00419844,0.00415465
2086.5,0.00112859,0.00448242,0.00448433
2086.6,0.000758557,0.00497392,0.0041573
2086.7,0.00068329,0.00460992,0.00308278
2086.8,0.00112429,0.00457864,0.0017141
2086.9,0.00077539,0.00346435,0.00288578
2087,0.00103218,0.00241814,0.00486033
2087.1,0.00173548,0.00304495,0.00536796
2087.2,0.00172273,0.00274708,0.00504391
2087.3,0.00149468,0.00226498,0.00490423
2087.4,0.00125294,0.00188268,0.00651785
2087.5,0.00123779,0.00158277,0.00616493
2087.6,0.000762582,0.00218075,0.00807114
2087.7,0.000792091,0.00262366,0.0100169
2087.8,0.00137363,0.00171941,0.0107332
2087.9,0.00228593,0.00173135,0.0104329
2088,0.00174407,0.00186821,0.00902134
2088.1,0.00183566,0.00175181,0.00976652
2088.2,0.00145715,0.00199818,0.00950897
2088.3,0.00224129,0.00238387,0.00826874
2088.4,0.00202789,0.00205656,0.00968599
2088.5,0.0021541,0.00183464,0.00945952
2088.6,0.0023631,0.00197815,0.0096053
2088.7,0.00248295,0.00280552,0.0104281
2088.8,0.00295395,0.00277978,0.0105199
2088.9,0.00280389,0.00305795,0.0094891
2089,0.00339179,0.00250174,0.00955283
2089.1,0.00318581,0.00281325,0.00851191
2089.2,0.00359102,0.00193368,0.00909921
2089.3,0.00425534,0.00238781,0.0104981
2089.4,0.00439871,0.00250443,0.0108988
2089.5,0.00447732,0.00218666,0.00974827
2089.6,0.0041504,0.00206602,0.01057
2089.7,0.00459099,0.00299156,0.0120632
2089.8,0.00501854,0.00382677,0.0122909
2089.9,0.00498535,0.0036031,0.0106297
2090,0.00600484,0.00361295,0.0107008
2090.1,0.00595179,0.00434797,0.0108851
2090.2,0.00553429,0.00541006,0.00869589
2090.3,0.00563071,0.00489354,0.00755438
2090.4,0.00511393,0.00505902,0.00622062
2090.5,0.00581466,0.00528017,0.00672999
2090.6,0.00493987,0.00531186,0.00649535
2090.7,0.00444899,0.00543389,0.00563242
2090.8,0.00496292,0.00545344,0.00432766
2090.9,0.00623612,0.0049941,0.00214602
2091,0.00545661,0.0060614,0.00156253
2091.1,0.00514553,0.00641541,0.00142607
2091.2,0.00509197,0.00680325,0.000887475
2091.3,0.00470367,0.00597102,0.000643853
2091.4,0.00421511,0.00567709,0
2091.5,0.0041859,0.00490219,0.00165195
2091.6,0.00361724,0.00401154,0.00278614
2091.7,0.00309749,0.00414928,0.00405694
2091.8,0.00321362,0.00508028,0.00481847
2091.9,0.00316861,0.00445548,0.00410761
2092,0.00328456,0.00493089,0.00501906
2092.1,0.00288033,0.0042735,0.00412334
2092.2,0.0037136,0.00434554,0.00443544
2092.3,0.00294662,0.0038043,0.00295813
2092.4,0.00335849,0.00428263,0.00380543
2092.5,0.00365051,0.00442414,0.00419461
2092.6,0.00315023,0.00423479,0.0045278
2092.7,0.00352992,0.0047899,0.00477411
2092.8,0.00408911,0.00410128,0.00303877
2092.9,0.00329343,0.00376317,0.00331657
2093,0.00417139,0.00395852,0.00198018
2093.1,0.00390527,0.00451663,0.000320375
2093.2,0.00342378,0.00477867,0.000365913
2093.3,0.00314411,0.00454041,0.000966098
2093.4,0.00265905,0.00437871,0.000913951
2093.5,0.00321856,0.00441918,0.000275871
2093.6,0.00333575,0.00475728,0
2093.7,0.00347383,0.00443576,0.00201122
2093.8,0.00287455,0.00413542,0.00236309
2093.9,0.00269899,0.00351529,0.00363526
2094,0.00202973,0.00322293,0.00330464
2094.1,0.00225892,0.00235804,0.00344295
2094.2,0.00162439,0.00132297,0.00303175
2094.3,0.00184758,0.000863242,0.00453683
2094.4,0.0015875,0.000264578,0.00448573
2094.5,0.0015883,0.00133876,0.00329859
2094.6,0.00189334,0.000819679,0.00268179
2094.7,0.00255011,0.000455317,0.00152239
2094.8,0.00197825,0.00125315,0.0019826
2094.9,0.00267235,0.00155379,0.00117364
2095,0.00271005,0.0013741,0.000682489
2095.1,0.00331087,0.000803502,0
2095.2,0.00321233,0.000742105,0
2095.3,0.00326015,0.000920542,0.00143613
2095.4,0.00318186,0.000880716,0.00214278
2095.5,0.00289899,0.000433269,0.00310824
2095.6,0.0021739,0.000414191,0.00259039
2095.7,0.00223184,0.000621752,0.00242525
2095.8,0.00239537,0.000623656,0.00300952
2095.9,0.0028128,0.000771187,0.00334776
2096,0.00313958,4.46961e-05,0.00327957
2096.1,0.00256853,9.81064e-05,0.00273038
2096.2,0.00291302,0,0.00371503
2096.3,0.00346681,0,0.00383204
2096.4,0.00338493,0,0.00467423
2096.5,0.00359199,0.000402036,0.00606705
2096.6,0.00349874,0.000592622,0.00458032
2096.7,0.00308897,0.000871044,0.00396744
2096.8,0.00339359,0.00024074,0.00377971
2096.9,0.0033213,0.000346416,0.00152259
2097,0.00267035,0,0.000432397
2097.1,0.00187846,0.000178092,0.00127441
2097.2,0.00167097,0.000307722,0.00201566
2097.3,0.00229065,0.000667137,0.00136936
2097.4,0.0020194,0.000191544,0
2097.5,0.00296149,9.18941e-05,0
2097.6,0.00249387,0.000196605,0.000754638
2097.7,0.00248133,0.000293256,0.000565764
2097.8,0.0011617,0,9.38825e-05
2097.9,0.00117193,0,0.00149666
2098,0.000810123,0,0.00188356
2098.1,0.000597091,0,0.00345747
2098.2,0.00038384,0.000119617,0.00345782
2098.3,0.00056273,0.000683791,0.00502077
2098.4,0.000158626,0.000956294,0.00554296
2098.5,0.00112811,0,0.00655528
2098.6,0.00127315,0,0.00733133
2098.7,0.00147215,0,0.00768285
2098.8,0.00117741,0.000643641,0.00696365
2098.9,0.00116554,0.000187328,0.00536376
2099,0.00155964,0,0.00542326
2099.1,0.00222989,0,0.00573023
2099.2,0.00317166,0.000987368,0.00483318
2099.3,0.00265265,0.000295158,0.00403964
2099.4,0.00248098,0,0.00458824
2099.5,0.00210501,0.00041395,0.00306933
2099.6,0.0021337,0.000817287,0.00349883
2099.7,0.00219209,0.00125835,0.00274646
2099.8,0.00316893,0.000461836,0.00167331
2099.9,0.00292826,0.000452983,0.00297464
2100,0.00309482,0.000623053,0.00269709
